ParticipantNumber,TryNumber,Workload,simulationDateTime,Counter,CursorX,CursorY,CursorState,LeftEyeX,LeftEyeY,LeftEyeZ,LeftEyePupilDiamet,LeftEyePupilValid,RightEyeX,RightEyeY,RightEyeZ,RightEyePupilDiame,RightEyePupilValid,FixedPogX,FixedPogY,FixedPogStart,FixedPogDuration,FixedPogId,FixedPogValid,LeftPogX,LeftPogY,LeftPogValid,RightPogX,RightPogY,RightPogValid,BestPogX,BestPogY,BestPogValid,LeftPupilX,LeftPupilY,LeftPupilDiameter,LeftPupilScale,LeftPupilValid,RightPupilX,RightPupilY,RightPupilDiameter,RightPupilScale,RightPupilValid,MarkerX,MarkerY,MarkerScale,MarkerValid,SystemTime,Time,TimeTick,UserData
1.0,F,Familiarization,D20200206T1130,185464.0,903.5519999999999,1177.1856,0.0,-100.86399999999999,-99.7776,0.6978,4.92,1.0,69.63199999999999,-107.1648,0.6843600000000001,5.42,1.0,1380.7872,574.5744,1258.662,0.04004,4493.0,1.0,1453.7472,656.208,1.0,1329.3823999999997,528.6528,1.0,1391.5648,592.4304000000001,1.0,496621.09286399995,363948.11758079997,4.461483176,1.25593,1.0,850721.2890112002,377611.36450559995,5.255413718,1.24569,1.0,0.5029,0.7659699999999999,0.2147,1.0,30:41.7,1258.702,19305510431.0,
1.0,F,Familiarization,D20200206T1130,185465.0,901.7344,1174.896,0.0,-100.86399999999999,-99.7776,0.6978,4.96,1.0,69.63199999999999,-107.1648,0.6843600000000001,5.529999999999999,1.0,1381.1456,577.4832,1258.662,0.04639,4493.0,1.0,1402.368,686.5056,1.0,1364.9152000000001,509.2272,1.0,1383.6288000000002,597.8735999999999,1.0,496891.723776,364170.76416,4.3542427425,1.25552,1.0,852025.9829759999,377891.329536,5.25602616,1.24528,1.0,0.50235,0.76556,0.21525,1.0,30:41.7,1258.708,19305574454.0,
1.0,F,Familiarization,D20200206T1130,185466.0,900.8896,1173.672,0.0,-100.86399999999999,-99.7776,0.6978,4.9399999999999995,1.0,69.63199999999999,-107.1648,0.6843600000000001,5.57,1.0,1385.4463999999998,580.5936,1258.662,0.05359,4493.0,1.0,1492.224,640.4688,1.0,1347.7631999999999,570.4272000000001,1.0,1419.9808000000003,605.448,1.0,496426.205184,363791.37312,4.341870172499999,1.25512,1.0,851461.7180159999,377471.76768,5.2367074725,1.24488,1.0,0.50235,0.76556,0.21525,1.0,30:41.7,1258.7160000000001,19305645904.0,
1.0,F,Familiarization,D20200206T1130,185467.0,899.2768000000001,1172.1312,0.0,-102.7584,-99.86399999999999,0.70531,4.989999999999999,1.0,67.0976,-103.93919999999999,0.66974,5.51,1.0,1388.9023999999997,583.1136,1258.662,0.0603,4493.0,1.0,1492.3008000000002,640.8864,1.0,1347.6864,570.7728,1.0,1419.9808000000003,605.8224,1.0,496366.26137088,363921.41956608003,4.2646968048,1.25471,1.0,852334.6870272,377772.23356416,5.3133052593,1.24447,1.0,0.50124,0.76344,0.21561,1.0,30:41.7,1258.722,19305713469.0,
1.0,F,Familiarization,D20200206T1130,185468.0,897.9456,1170.9792,0.0,-102.7584,-99.86399999999999,0.70531,5.09,1.0,67.0976,-103.93919999999999,0.66974,5.4799999999999995,1.0,1390.8223999999998,582.336,1258.662,0.06677000000000001,4493.0,1.0,1477.9648,569.8367999999999,1.0,1342.0032,579.4416,1.0,1409.9968000000001,574.6464,1.0,495631.49008896,363563.74844928,4.1815511205,1.24447,1.0,851486.8740095999,377463.74222592,5.3009594307,1.24447,1.0,0.50124,0.76344,0.21561,1.0,30:41.7,1258.729,19305777737.0,
1.0,F,Familiarization,D20200206T1130,185469.0,897.5871999999999,1171.2528,0.0,-102.7584,-99.86399999999999,0.70531,4.98,1.0,67.0976,-103.93919999999999,0.66974,5.460000000000001,1.0,1391.0528,586.584,1258.662,0.07654,4493.0,1.0,1418.9823999999999,636.984,1.0,1368.0384,629.3664000000001,1.0,1393.5104,633.1824,1.0,494652.40715263993,363075.24996864,4.245068429799999,1.24447,1.0,849749.1240550398,376814.9455488,5.298442662699999,1.24447,1.0,0.50064,0.7620899999999999,0.21527,1.0,30:41.7,1258.739,19305875879.0,
1.0,F,Familiarization,D20200206T1130,185470.0,896.8704,1170.9792,0.0,-99.17439999999999,-95.52959999999999,0.67628,4.95,1.0,68.6848,-107.1072,0.69203,5.4799999999999995,1.0,1391.3087999999998,590.5296,1258.662,0.08044,4493.0,1.0,1420.8511999999998,646.9055999999999,1.0,1368.1152,629.0495999999999,1.0,1394.4832,637.9775999999999,1.0,493706.34780672006,362585.74662144005,4.329588194300001,1.23463,1.0,848548.09690112,376296.74751744,5.2590424675000005,1.24488,1.0,0.49921000000000004,0.76073,0.21503000000000003,1.0,30:41.7,1258.743,19305914606.0,
1.0,F,Familiarization,D20200206T1130,185471.0,895.1551999999999,1169.1216,0.0,-99.17439999999999,-95.52959999999999,0.67628,5.0200000000000005,1.0,68.6848,-107.1072,0.69203,5.4799999999999995,1.0,1388.4672,595.7568,1258.662,0.08691,4493.0,1.0,1395.4560000000001,725.7312,1.0,1307.7248,601.8192,1.0,1351.6031999999998,663.768,1.0,492762.16999936005,362010.55341312,4.2816150013000005,1.23504,1.0,847406.6282086401,375752.76634368004,5.241433660800001,1.24528,1.0,0.49921000000000004,0.76073,0.21503000000000003,1.0,30:41.7,1258.749,19305979262.0,
1.0,F,Familiarization,D20200206T1130,185472.0,894.2336,1167.8976,0.0,-99.17439999999999,-95.52959999999999,0.67628,4.93,1.0,68.6848,-107.1072,0.69203,5.529999999999999,1.0,1386.9568000000002,597.4992,1258.662,0.09656,4493.0,1.0,1394.8416,648.1296,1.0,1336.4992000000002,595.3248,1.0,1365.6576,621.72,1.0,492254.85058048,361631.55013632006,4.399748182700001,1.2354399999999999,1.0,846758.3867289602,375186.49085952,5.243530203300001,1.24569,1.0,0.49921000000000004,0.76073,0.21503000000000003,1.0,30:41.7,1258.759,19306075902.0,
1.0,F,Familiarization,D20200206T1130,185473.0,892.8768000000001,1166.7024,0.0,-103.6032,-97.50240000000001,0.69819,4.93,1.0,66.76480000000001,-105.264,0.6873199999999999,5.460000000000001,1.0,1385.5488,598.6800000000001,1258.662,0.10022,4493.0,1.0,1392.7168000000001,637.8335999999999,1.0,1336.4992000000002,595.3248,1.0,1364.6080000000002,616.5792,1.0,491507.96365824016,361261.46458368,4.472131581300001,1.24569,1.0,846025.5920128003,374758.44009984,5.250153127300001,1.24569,1.0,0.49921000000000004,0.76073,0.21503000000000003,1.0,30:41.8,1258.762,19306112706.0,
